R1_CF1      , 11.605263157894736
R1_CF3      , 11.447368421052632
R1_CF5      , 11.328947368421053
R1_CF7      , 10.539473684210526
R1_CF9      , 10.263157894736842
R3_CF1      , 9.986842105263158
R3_CF3      , 9.789473684210524
R3_CF5      , 9.907894736842104
R3_CF7      , 10.855263157894736
R3_CF9      , 9.355263157894736
R3_CF11     , 11.407894736842104
R5_CF1      , 9.276315789473681
R5_CF3      , 10.342105263157896
R5_CF5      , 9.986842105263158
R5_CF7      , 10.500000000000004
R5_CF9      , 10.342105263157896
R5_CF11     , 10.065789473684209
R5_CF13     , 11.36842105263158
R5_CF15     , 11.842105263157894
R7_CF1      , 10.026315789473685
R7_CF3      , 9.473684210526317
R7_CF5      , 10.460526315789476
R7_CF7      , 10.144736842105264
R7_CF9      , 10.736842105263156
R7_CF11     , 11.447368421052632
R7_CF13     , 10.697368421052632
R7_CF15     , 10.539473684210526
R7_CF17     , 12.19736842105263
R9_CF1      , 8.921052631578949
R9_CF3      , 9.157894736842104
R9_CF5      , 9.51315789473684
R9_CF7      , 9.394736842105262
R9_CF9      , 10.697368421052632
R9_CF11     , 11.328947368421053
R9_CF13     , 9.51315789473684
R9_CF15     , 10.894736842105264
R9_CF17     , 11.447368421052632
R9_CF19     , 11.407894736842104
